n,m,p,probability
2,13,0.0007817317264677724,1.0
12,5,0.00726758763121698,0.56
2,15,0.006279508573713555,0.84
16,11,0.2847343809607764,0.0
15,14,0.0008094735848495035,0.94
18,2,0.007620450483849136,0.66
9,13,0.0800392533029943,0.08
8,16,0.27060686411637547,0.0
18,1,0.0007832215353124389,1.0
6,17,0.006546864605171501,0.46
17,6,0.07019220304578719,0.12
18,5,0.11177462961869955,0.14
17,14,0.0002915788639162905,0.94
13,2,0.0025798981496491778,0.96
3,13,0.03156197567170164,0.26
17,5,0.6810316721267872,0.0
13,20,0.00015192172646605974,0.98
1,19,0.004007782011023437,0.06
5,18,0.019864404743404552,0.28
9,1,0.46865252205999997,0.14
1,13,0.0008540701620082671,0.02
19,19,0.006413139252399431,0.2
13,7,0.007090629819265726,0.22
15,5,0.07459545086066943,0.16
14,10,0.00022219952715175217,0.94
2,12,0.002309405818574901,0.96
12,9,0.025972490921122547,0.22
17,8,0.41019263741904166,0.0
11,2,0.00013176199622362916,1.0
1,4,0.003391739764690491,0.98
18,9,0.00589755854512154,0.42
15,12,0.7671643340239593,0.0
12,7,0.000899924947378181,1.0
13,2,0.005089423801344421,0.92
4,14,0.012534737983453304,0.54
10,19,0.8462574711716558,0.0
19,10,0.0004518453490924367,0.9
20,10,0.0031107663024215002,0.6
19,14,0.01392996807061626,0.06
1,13,0.3253797088388407,0.1
16,9,0.0003781223364516796,0.9
7,4,0.0033771804505717596,0.92
1,20,0.020603265685074822,0.66
10,5,0.06754655722270608,0.22
11,4,0.0009359375193388193,0.98
13,15,0.009867337518500567,0.24
16,17,0.07370400543157112,0.08
16,18,0.4513712882198051,0.0
9,6,0.0007590090668255752,1.0
14,11,0.002328968793050683,0.68
17,5,0.025270636072471996,0.2
2,9,0.9283751987533895,0.26
1,12,0.00012662281995206627,1.0
10,19,0.007823928624006151,0.16
16,10,0.011234693794071927,0.3
2,7,0.53964998950998,0.04
5,16,0.00014408537428009903,0.96
9,17,0.005202303901905225,0.14
3,11,0.08797151001124247,0.22
9,8,0.9786678873032846,0.32
16,13,0.00010923467071613791,0.98
1,13,0.004696309144779935,0.02
2,8,0.039089633068522464,0.7
6,17,0.58562051324123,0.0
15,9,0.0003757301221081939,0.02
5,2,0.009668691508937687,0.94
19,10,0.06393900362893018,0.14
1,8,0.6935738754512754,0.2
15,13,0.0005587303723181387,0.06
1,17,0.0009324506530372623,0.0
16,1,0.09737634299661209,0.34
19,11,0.3735667671859405,0.0
5,1,0.0009274421043593889,0.0
18,9,0.00435999163122203,0.54
19,2,0.021475152576938737,0.46
15,12,0.038240280471447896,0.12
14,12,0.00021850588402831507,0.98
18,10,0.00200610792337956,0.8
7,16,0.03270303474266649,0.24
12,13,0.22143180541953933,0.0
10,1,0.0005138913317399096,1.0
17,20,0.0010988298623115622,0.74
11,6,0.02042772800835574,0.42
6,4,0.47824877731990734,0.04
3,7,0.0007735531509546012,0.0
5,6,0.006424062096148791,0.82
20,15,0.026308249669059737,0.12
7,9,0.532125491435414,0.0
20,16,0.0001616065423489984,0.92
16,5,0.002420826134979235,0.92
18,8,0.04240096907355436,0.14
1,13,0.5327885506728639,0.04
20,8,0.0006194083389321465,0.9
16,9,0.009571809745524192,0.28
8,17,0.01665322981891414,0.32
16,3,0.6008341482211852,0.0
14,12,0.0007871389199173098,0.92
9,2,0.003210029324756909,0.98
2,13,0.08883615002533801,0.24
19,17,0.8744323240889356,0.0
3,8,0.0009277900733859739,0.92
7,13,0.0018973534341850274,0.12
10,10,0.04316206125436665,0.28
4,2,0.2535241576058458,0.26
17,2,0.00029585065865113137,1.0
10,10,0.00848310486670872,0.48
19,13,0.09404703241262269,0.06
17,18,0.23480419744595937,0.0
13,9,6.520115797674631e-05,0.0
3,11,0.009732598936249693,0.16
6,8,0.058428137961799145,0.32
20,6,0.1586204904339663,0.08
8,9,0.0005282177465529847,1.0
18,3,0.0009230045019219624,0.94
12,9,0.027594102692895216,0.26
4,7,0.838519127858469,0.02
16,16,0.0004273423551139536,0.92
16,16,0.007716255548707824,0.38
18,12,0.02102361981252997,0.2
9,12,0.6426169563849212,0.0
5,9,0.0005393998538874721,0.0
18,12,0.004369253470416952,0.46
3,10,0.032059116206701176,0.46
2,15,0.4306118452459453,0.02
4,1,0.0007737379161617433,1.0
1,12,0.00785142369296134,0.94
10,16,0.012225949659868961,0.32
20,10,0.25520921036532684,0.02
13,13,0.0002639492068184007,0.04
14,1,0.0014274592404473652,0.96
1,16,0.005049048791450994,0.98
6,10,0.2932515652230886,0.08
7,8,0.0005899691295558234,0.98
2,13,0.006571164162682795,0.86
7,9,0.010060609307372825,0.24
5,9,0.5563152325177226,0.0
16,2,0.00017035761744067635,1.0
7,10,0.005844110772568716,0.74
17,12,0.07711871872739391,0.06
7,2,0.15465868610727918,0.3
17,7,0.0007668869043009302,0.1
19,6,0.004609035126637209,0.62
16,3,0.04864369416760813,0.24
4,7,0.6599205799753258,0.02
5,10,0.0009501171389794687,0.92
8,11,0.002991495821341469,0.74
8,7,0.08629510250752015,0.16
13,10,0.5982906020727412,0.0
2,15,0.0005812630786195401,0.96
4,17,0.009971381435156027,0.68
6,8,0.06797786334999209,0.3
20,2,0.10087376793010505,0.16
3,11,0.0006760325057830231,0.0
20,17,0.005864496663150229,0.32
9,11,0.0020117537758788996,0.06
19,15,0.18170314378435803,0.0
4,10,0.0008496026053307457,0.98
9,17,0.009615883235270215,0.18
8,9,0.046770998730283994,0.2
4,7,0.08642461233334564,0.32
10,9,0.00022622940317562358,0.98
19,19,0.003343053598501927,0.18
14,17,0.07592430496778908,0.08
11,7,0.9955896846383514,0.74
6,7,0.00014251757102616902,1.0
7,5,0.005258957208152912,0.16
13,18,0.08326532358709801,0.04
5,16,0.7776264484934637,0.0
6,17,0.0006225480742044668,0.88
15,14,0.003951308487911939,0.44
2,13,0.05237459760115708,0.32
15,19,0.5725758087053532,0.0
19,20,0.00014486548866854065,0.92
15,5,0.009233585945690286,0.12
20,5,0.09674855412257667,0.1
15,13,0.7247171010641873,0.0
20,15,0.0003064188599325399,0.94
15,6,0.007449263426636149,0.56
3,13,0.033427214258713124,0.32
14,6,0.20975044022640232,0.06
10,12,0.00023767550566967588,0.94
18,7,0.009438842419374689,0.42
13,14,0.051931809016550236,0.06
2,2,0.06499364802935104,0.72
15,6,0.000897911169573593,0.94
12,2,0.004118183380335162,0.88
3,10,0.08669695153141928,0.22
15,12,0.5299728433547161,0.0
5,20,0.0005825987513542199,0.94
4,5,0.00569254037391303,0.92
10,8,0.006960848442132017,0.64
17,18,0.004156836737419511,0.42
19,4,0.0007684045173087,0.9
5,9,0.005084231708156018,0.08
7,3,0.07807757588270088,0.14
5,13,0.9253741468432825,0.0
15,11,0.0002605987417328003,0.02
5,16,0.006725740914588541,0.74
20,20,0.08432398854631137,0.06
1,8,0.2974239086653667,0.24
9,11,0.0005993121553156751,0.0
20,3,0.006860934801344634,0.74
15,4,0.020104827321617936,0.32
1,8,0.5342270901120614,0.22
1,12,0.0006730993814360942,0.98
16,19,0.003910790117298968,0.3
8,20,0.0066641212094462835,0.4
1,4,0.3431777973813568,0.3
17,1,0.0001654921619552525,0.0
8,20,0.007961548627237518,0.34
2,6,0.040174916833675925,0.72
19,6,0.08071053709043441,0.04
5,6,0.0001321549099211633,0.98
17,20,0.001450208419060166,0.68
8,13,0.09637073539504758,0.12
11,6,0.4676135850608796,0.0
1,14,0.0007723833128871519,1.0
16,16,0.005601656735484152,0.38
19,14,0.026827887131753724,0.18
13,12,0.21534166026515122,0.04
11,16,0.0005991855031729091,0.84
17,17,0.00977446613587213,0.3
20,20,0.03531334146783464,0.08
1,13,0.7003121395578389,0.04
19,14,0.0006963569100163928,0.86
13,10,0.0006581535335715694,0.94
10,4,0.06871330212178471,0.28
16,16,0.37806782067642053,0.0
17,14,0.0006476659057113614,0.88
2,12,0.006176546305318311,0.92
13,7,0.01207170817928448,0.08
12,1,0.9001203722698861,0.28
10,18,0.0008343522003565775,0.8
12,8,0.0019269999465651487,0.88
11,16,0.0062037225472890475,0.48
1,14,0.4757979735922986,0.16
5,11,6.238563349863724e-05,0.02
5,7,0.004425043210410084,0.14
17,11,0.05370658863583246,0.08
11,4,0.8177683536268806,0.0
8,11,0.0007344381336245115,0.94
7,4,0.002761606888639686,0.94
3,12,0.0660660475296718,0.22
17,18,0.6158751559063079,0.0
11,7,0.00022254327285666886,0.0
17,20,0.005076753990251236,0.3
19,6,0.07783226460969744,0.12
5,15,0.9292034335186654,0.0
18,13,0.00021374470254078749,1.0
4,13,0.006136237559468488,0.8
10,3,0.004164426288378831,0.84
11,8,0.13777559957990493,0.08
7,16,0.0007775267713947401,0.92
19,6,0.003741672160063354,0.74
19,14,0.06584414494388527,0.1
16,3,0.002304785907399687,0.9
1,11,0.00011667943647742918,0.0
13,17,0.004569352168769279,0.14
20,1,0.031780725978745226,0.54
14,6,0.40107684989843273,0.0
29,16,0.0007327885636267536,0.64
29,5,0.003930442112676491,0.24
23,22,0.020656198320221718,0.04
29,8,0.609526615456802,0.0
28,18,0.00017266988513183168,0.96
21,24,0.0034720110930560656,0.32
25,9,0.06326726228408859,0.04
24,10,0.5364002010482475,0.0
25,23,0.0009836617363711245,0.08
21,11,0.0007151475295137399,0.06
30,18,0.007451904015567001,0.14
24,13,0.10627618532487193,0.02
22,8,0.00036931964063544287,0.92
20,20,0.00973274062902068,0.24
29,21,0.08352414717780185,0.08
23,5,0.10448812328065427,0.02
20,6,0.00032285289025380193,0.96
29,18,0.004733928432452916,0.22
25,25,0.04605212683430208,0.06
21,23,0.899261711874535,0.0
